species,metabolite,metabolite_class,N,dR/Rdt
Rhizobium,aspartic acid,Amino_Acid,0.462,0.04386011320024264
Rhizobium,aspartic acid,Amino_Acid,0.616,-0.0060091491341981605
Rhizobium,aspartic acid,Amino_Acid,1.01,-0.04046809917063772
Rhizobium,glutamic acid,Amino_Acid,0.318,0.005139921836081412
Rhizobium,glutamic acid,Amino_Acid,0.462,0.057972367044576735
Rhizobium,glutamic acid,Amino_Acid,0.616,-0.042047618333622784
Rhizobium,glutamic acid,Amino_Acid,1.01,-0.09574473960778984
Rhizobium,glutamine,Amino_Acid,0.318,-0.006192929673004986
Rhizobium,glutamine,Amino_Acid,0.462,0.05045726398119421
Rhizobium,glutamine,Amino_Acid,0.616,-0.15501740348088952
Rhizobium,glutamine,Amino_Acid,1.01,-0.09734414697140835
Rhizobium,glycine,Amino_Acid,0.318,-0.00996966049202475
Rhizobium,glycine,Amino_Acid,0.462,-0.0024851773200056534
Rhizobium,glycine,Amino_Acid,0.616,-0.02901658852012035
Rhizobium,glycine,Amino_Acid,1.01,-0.06144163849576275
Rhizobium,histidine,Amino_Acid,0.318,-0.02003268390329336
Rhizobium,histidine,Amino_Acid,0.462,-0.007472471667287129
Rhizobium,histidine,Amino_Acid,0.616,-0.49682690447113365
Rhizobium,histidine,Amino_Acid,1.01,-0.03429217970063012
Rhizobium,isoleucine,Amino_Acid,0.318,-0.028859456285560907
Rhizobium,isoleucine,Amino_Acid,0.462,-0.10033893738632038
Rhizobium,isoleucine,Amino_Acid,0.616,-0.2377208578366399
Rhizobium,isoleucine,Amino_Acid,1.01,-0.04015096835194778
Rhizobium,leucine,Amino_Acid,0.318,0.0065278305416026795
Rhizobium,leucine,Amino_Acid,0.462,-0.12040722563566052
Rhizobium,leucine,Amino_Acid,0.616,-0.20480265644976237
Rhizobium,leucine,Amino_Acid,1.01,-0.08125063428775475
Rhizobium,lysine,Amino_Acid,0.318,-0.05480016075165931
Rhizobium,lysine,Amino_Acid,0.462,0.008928909388207205
Rhizobium,lysine,Amino_Acid,0.616,-0.4999880761540461
Rhizobium,lysine,Amino_Acid,1.01,-0.010183990686206564
Rhizobium,methionine,Amino_Acid,0.318,-0.008659596456075823
Rhizobium,methionine,Amino_Acid,0.462,-0.059982879260563414
Rhizobium,methionine,Amino_Acid,0.616,-0.0705844404484398
Rhizobium,methionine,Amino_Acid,1.01,-0.03565921810635763
Rhizobium,phenylalanine,Amino_Acid,0.318,0.0331353398212376
Rhizobium,phenylalanine,Amino_Acid,0.462,0.19485134310636051
Rhizobium,phenylalanine,Amino_Acid,0.616,-0.07884281999796762
Rhizobium,phenylalanine,Amino_Acid,1.01,-0.02608964572572195
Rhizobium,proline,Amino_Acid,0.318,-0.013137833315807014
Rhizobium,proline,Amino_Acid,0.462,-0.08338206910829901
Rhizobium,proline,Amino_Acid,0.616,-0.0746222054515853
Rhizobium,proline,Amino_Acid,1.01,-0.08491232417689942
Rhizobium,serine,Amino_Acid,0.318,-0.007014064231016588
Rhizobium,serine,Amino_Acid,0.462,0.015373827091009104
Rhizobium,serine,Amino_Acid,0.616,-0.057925352048917134
Rhizobium,serine,Amino_Acid,1.01,-0.029415068483186195
Rhizobium,threonine,Amino_Acid,0.318,-0.009196739883835599
Rhizobium,threonine,Amino_Acid,0.462,-0.02244250345404204
Rhizobium,threonine,Amino_Acid,0.616,-0.06610848345935236
Rhizobium,threonine,Amino_Acid,1.01,-0.05702005198135061
Rhizobium,tryptophan,Amino_Acid,0.318,-0.0029739760912654714
Rhizobium,tryptophan,Amino_Acid,0.462,-0.023741937666330575
Rhizobium,tryptophan,Amino_Acid,0.616,0.023054811593782996
Rhizobium,tryptophan,Amino_Acid,1.01,-0.008085045007751798
Rhizobium,tyrosine,Amino_Acid,0.318,-0.007957734161923132
Rhizobium,tyrosine,Amino_Acid,0.462,-0.09390147112407592
Rhizobium,tyrosine,Amino_Acid,0.616,-0.04618522691972761
Rhizobium,tyrosine,Amino_Acid,1.01,-0.019955903823953222
Rhizobium,valine,Amino_Acid,0.318,-0.02203482943428756
Rhizobium,valine,Amino_Acid,0.462,-0.09005721237959484
Rhizobium,valine,Amino_Acid,0.616,-0.12527704955113822
Rhizobium,valine,Amino_Acid,1.01,-0.029389236492196363
Rhizobium,cysteine,Amino_Acid,0.318,-0.03634030099356841
Rhizobium,cysteine,Amino_Acid,0.462,-0.011043650666403167
Rhizobium,cysteine,Amino_Acid,0.616,0.08937108324473275
Rhizobium,cysteine,Amino_Acid,1.01,-0.09256841241785341
Rhizobium,cystine,Amino_Acid,0.318,-0.016767763531212253
Rhizobium,cystine,Amino_Acid,0.462,-0.15255254684025213
Rhizobium,cystine,Amino_Acid,0.616,0.17821323449568185
Rhizobium,cystine,Amino_Acid,1.01,-0.09375281057678075
Rhizobium,adenine,Nucleobase,0.318,-0.31020830384547177
Rhizobium,adenine,Nucleobase,0.462,-0.7974233434930504
Rhizobium,adenine,Nucleobase,0.616,-0.2592943960559111
Rhizobium,adenine,Nucleobase,1.01,0.0463052390520557
Rhizobium,adenosine,Nucleobase,0.318,-0.24975330914902585
Rhizobium,adenosine,Nucleobase,0.462,-0.7991927867658657
Rhizobium,adenosine,Nucleobase,0.616,0.2713832675865145
Rhizobium,adenosine,Nucleobase,1.01,0.03833099607575314
Rhizobium,cytidine,Nucleobase,0.318,-0.2030323825658947
Rhizobium,cytidine,Nucleobase,0.462,
Rhizobium,cytidine,Nucleobase,0.616,
Rhizobium,cytidine,Nucleobase,1.01,-0.003180944843129458
Rhizobium,cytosine,Nucleobase,0.318,-0.039828128074694186
Rhizobium,cytosine,Nucleobase,0.462,0.15546877158478878
Rhizobium,cytosine,Nucleobase,0.616,-0.4999008327946836
Rhizobium,cytosine,Nucleobase,1.01,0.05725444919169633
Rhizobium,guanine,Nucleobase,0.318,-0.29979246443183694
Rhizobium,guanine,Nucleobase,0.462,-0.7974307650922042
Rhizobium,guanine,Nucleobase,0.616,0.2177737215747273
Rhizobium,guanine,Nucleobase,1.01,0.00253233502547731
Rhizobium,guanosine,Nucleobase,0.318,-0.18244562710932538
Rhizobium,guanosine,Nucleobase,0.462,-0.7980805959587947
Rhizobium,guanosine,Nucleobase,0.616,-0.37581361501861565
Rhizobium,guanosine,Nucleobase,1.01,-0.08543455189708474
Rhizobium,hypoxanthine,Nucleobase,0.318,-0.15394731775612827
Rhizobium,hypoxanthine,Nucleobase,0.462,-0.7997865862529535
Rhizobium,hypoxanthine,Nucleobase,0.616,-0.4668237267796799
Rhizobium,hypoxanthine,Nucleobase,1.01,-0.0032398980605398914
Rhizobium,inosine,Nucleobase,0.318,-0.20701695931959505
Rhizobium,inosine,Nucleobase,0.462,-0.6345580864714017
Rhizobium,inosine,Nucleobase,0.616,-0.49116876985426694
Rhizobium,inosine,Nucleobase,1.01,-0.09316721665516496
Rhizobium,thymine,Nucleobase,0.318,0.013717421677435056
Rhizobium,thymine,Nucleobase,0.462,0.12951427968302487
Rhizobium,thymine,Nucleobase,0.616,-0.49824328754608704
Rhizobium,thymine,Nucleobase,1.01,0.05638125716524789
Rhizobium,uracil,Nucleobase,0.318,-0.019977543354952877
Rhizobium,uracil,Nucleobase,0.462,-0.44289719613048073
Rhizobium,uracil,Nucleobase,0.616,-0.4985426616600279
Rhizobium,uracil,Nucleobase,1.01,0.05273351964261464
Rhizobium,uridine,Nucleobase,0.318,-0.1726964514940564
Rhizobium,uridine,Nucleobase,0.462,-0.7996243558862423
Rhizobium,uridine,Nucleobase,0.616,-0.34211076693913545
Rhizobium,uridine,Nucleobase,1.01,-0.062054043480525685
Rhizobium,xanthine,Nucleobase,0.318,-0.025828498758080916
Rhizobium,xanthine,Nucleobase,0.462,-0.799998376864951
Rhizobium,xanthine,Nucleobase,0.616,0.4996158319406104
Rhizobium,xanthine,Nucleobase,1.01,0.005203395423228973
Rhizobium,xanthosine,Nucleobase,0.318,0.008076181842290864
Rhizobium,xanthosine,Nucleobase,0.462,-0.799991331782488
Rhizobium,xanthosine,Nucleobase,0.616,0.01792948589160152
Rhizobium,xanthosine,Nucleobase,1.01,-0.0027630415727283404
Rhizobium,5-methyluridine,Nucleobase,0.318,-0.013254717851879882
Rhizobium,5-methyluridine,Nucleobase,0.462,-0.7998996188189839
Rhizobium,5-methyluridine,Nucleobase,0.616,-0.47247091593287915
Rhizobium,5-methyluridine,Nucleobase,1.01,-0.0009192107000138142
Rhizobium,gamma-Aminobutyric acid,Others,0.318,-0.01038003236610361
Rhizobium,gamma-Aminobutyric acid,Others,0.462,-0.03332219023212695
Rhizobium,gamma-Aminobutyric acid,Others,0.616,-0.015262863657580176
Rhizobium,gamma-Aminobutyric acid,Others,1.01,-0.031920879475248916
Rhizobium,ectoine,Others,0.318,-0.0007384460046130123
Rhizobium,ectoine,Others,0.462,-0.12228309265846402
Rhizobium,ectoine,Others,0.616,-0.02953300067533876
Rhizobium,ectoine,Others,1.01,-0.09755502370517448
Rhizobium,N-acetyl-glutamic acid,Others,0.318,-0.019310032642374634
Rhizobium,N-acetyl-glutamic acid,Others,0.462,0.026672719024266454
Rhizobium,N-acetyl-glutamic acid,Others,0.616,0.0756025805861775
Rhizobium,N-acetyl-glutamic acid,Others,1.01,-0.019665850355336304
Rhizobium,ornithine,Others,0.318,-0.056916635484164355
Rhizobium,ornithine,Others,0.462,-0.1423481910127537
Rhizobium,ornithine,Others,0.616,-0.469021769125852
Rhizobium,ornithine,Others,1.01,-0.019962310596252527
Rhizobium,shikimic acid,Others,0.318,0.009398844174779777
Rhizobium,shikimic acid,Others,0.462,-0.006208252411423281
Rhizobium,shikimic acid,Others,0.616,0.008980768985650533
Rhizobium,shikimic acid,Others,1.01,0.0002576476129203902
Rhizobium,taurine,Others,0.318,-0.007984306310956943
Rhizobium,taurine,Others,0.462,0.02065262459794896
Rhizobium,taurine,Others,0.616,0.014542643627574493
Rhizobium,taurine,Others,1.01,-0.008524308313977958
Rhizobium,N-acetylglutamine,Others,0.318,-0.008491315673963364
Rhizobium,N-acetylglutamine,Others,0.462,-0.04573769604746256
Rhizobium,N-acetylglutamine,Others,0.616,0.025575327146425908
Rhizobium,N-acetylglutamine,Others,1.01,-0.01935335055529479
Rhizobium,n-acetyllysine,Others,0.318,-0.004251523011899381
Rhizobium,n-acetyllysine,Others,0.462,-0.014399985297495825
Rhizobium,n-acetyllysine,Others,0.616,-0.0033578789718838524
Rhizobium,n-acetyllysine,Others,1.01,-0.09753803159594454
Rhizobium,n-acetylmuramic acid,Others,0.318,0.009858836039728387
Rhizobium,n-acetylmuramic acid,Others,0.462,-0.027555811590068816
Rhizobium,n-acetylmuramic acid,Others,0.616,-0.00997366743962318
Rhizobium,n-acetylmuramic acid,Others,1.01,-0.03609917652286728
Rhizobium,betaine,Others,0.318,0.014736984546872499
Rhizobium,betaine,Others,0.462,-0.417340619414758
Rhizobium,betaine,Others,0.616,-0.3129540944386898
Rhizobium,betaine,Others,1.01,-0.09632364312823141
Rhizobium,nicotinamide,Others,0.318,-0.3329173577734372
Rhizobium,nicotinamide,Others,0.462,0.26827497506414194
Rhizobium,nicotinamide,Others,0.616,-0.14925418288000816
Rhizobium,nicotinamide,Others,1.01,0.0016493679494674987
Rhizobium,trigonelline,Others,0.318,0.0021313151272951405
Rhizobium,trigonelline,Others,0.462,0.025134429156077748
Rhizobium,trigonelline,Others,0.616,-0.001280998932034262
Rhizobium,trigonelline,Others,1.01,-0.00402920417847471
Rhizobium,carnitine,Others,0.318,0.0005419226664711985
Rhizobium,carnitine,Others,0.462,0.07275575467385814
Rhizobium,carnitine,Others,0.616,-0.045125201263048975
Rhizobium,carnitine,Others,1.01,-0.01829754617466247
Rhizobium,choline,Others,0.318,-0.08002493546734617
Rhizobium,choline,Others,0.462,-0.7994080189650236
Rhizobium,choline,Others,0.616,-0.08121915453863382
Rhizobium,choline,Others,1.01,-0.02448442737063356
Rhizobium,sn-glycero-3-phosphocholine,Others,0.318,-0.33297908161862505
Rhizobium,sn-glycero-3-phosphocholine,Others,0.462,-0.08065871021014404
Rhizobium,sn-glycero-3-phosphocholine,Others,0.616,-0.17212928252569595
Rhizobium,sn-glycero-3-phosphocholine,Others,1.01,0.0029372484008258794
Bosea,sucrose,Sugar,0.064,0.013328690838687367
Bosea,sucrose,Sugar,0.08625,-0.014179602130222702
Bosea,sucrose,Sugar,0.1005,-0.015090137378142162
Bosea,sucrose,Sugar,0.37,0.0015737096222153146
Bosea,trehalose,Sugar,0.064,0.03588770973014956
Bosea,trehalose,Sugar,0.08625,-0.016886607322639028
Bosea,trehalose,Sugar,0.1005,-0.009084921897185488
Bosea,trehalose,Sugar,0.37,0.007383775068661479
Bosea,myo-inositol,Sugar,0.064,0.019416071795596696
Bosea,myo-inositol,Sugar,0.08625,-0.1366310943897539
Bosea,myo-inositol,Sugar,0.1005,0.0005054645971909127
Bosea,myo-inositol,Sugar,0.37,0.0002505248243228102
Bosea,xylose,Sugar,0.064,0.055404753504647665
Bosea,xylose,Sugar,0.08625,-0.22001285073768537
Bosea,xylose,Sugar,0.1005,-0.03274320741085503
Bosea,xylose,Sugar,0.37,0.021356103835667377
Bosea,mannitol,Sugar,0.064,0.0266619853833383
Bosea,mannitol,Sugar,0.08625,-0.08564420301609144
Bosea,mannitol,Sugar,0.1005,-0.004567946217443576
Bosea,mannitol,Sugar,0.37,0.004778743341969262
Bosea,N-acetyl-glucosamine,Sugar,0.064,0.04211048016923559
Bosea,N-acetyl-glucosamine,Sugar,0.08625,-0.09991876221244872
Bosea,N-acetyl-glucosamine,Sugar,0.1005,-0.019157197105023935
Bosea,N-acetyl-glucosamine,Sugar,0.37,0.01768808027854303
Bosea,Glucose,Sugar,0.064,0.04046782407314659
Bosea,Glucose,Sugar,0.08625,-0.19325912968760867
Bosea,Glucose,Sugar,0.1005,-0.017486584513394476
Bosea,Glucose,Sugar,0.37,0.03202320536676174
Bosea,lactic acid,Organic_Acid,0.064,0.00783518258151852
Bosea,lactic acid,Organic_Acid,0.08625,-0.19616697371579742
Bosea,lactic acid,Organic_Acid,0.1005,-0.0760326073118933
Bosea,lactic acid,Organic_Acid,0.37,-0.02049181042019906
Bosea,malic acid,Organic_Acid,0.064,0.026397581640907736
Bosea,malic acid,Organic_Acid,0.08625,-0.10803645503180684
Bosea,malic acid,Organic_Acid,0.1005,-0.020629307755425663
Bosea,malic acid,Organic_Acid,0.37,-0.0018197576092543089
Bosea,citric acid,Organic_Acid,0.064,0.03582713008086542
Bosea,citric acid,Organic_Acid,0.08625,-0.2027100632671571
Bosea,citric acid,Organic_Acid,0.1005,-0.1595209008294007
Bosea,citric acid,Organic_Acid,0.37,-0.1999995676130358
Bosea,pyruvic acid,Organic_Acid,0.064,-0.14516925066798278
Bosea,pyruvic acid,Organic_Acid,0.08625,-0.5723592550387665
Bosea,pyruvic acid,Organic_Acid,0.1005,0.008374309466989669
Bosea,pyruvic acid,Organic_Acid,0.37,0.053367258482576604
Bosea,alpha-ketoglutaric acid,Organic_Acid,0.064,-0.014662405401302286
Bosea,alpha-ketoglutaric acid,Organic_Acid,0.08625,-0.2718222644104564
Bosea,alpha-ketoglutaric acid,Organic_Acid,0.1005,-0.05179348276420709
Bosea,alpha-ketoglutaric acid,Organic_Acid,0.37,-0.04414216121553708
Bosea,citrulline,Organic_Acid,0.064,0.04682599699916434
Bosea,citrulline,Organic_Acid,0.08625,-0.11666310997471092
Bosea,citrulline,Organic_Acid,0.1005,-0.018161506484180644
Bosea,citrulline,Organic_Acid,0.37,0.01287921676820619
Bosea,succinic acid,Organic_Acid,0.064,0.03177785080512651
Bosea,succinic acid,Organic_Acid,0.08625,-0.08659803531122905
Bosea,succinic acid,Organic_Acid,0.1005,-0.025696365474926704
Bosea,succinic acid,Organic_Acid,0.37,0.0028102585854923993
Bosea,alanine,Amino_Acid,0.064,0.025369164488140004
Bosea,alanine,Amino_Acid,0.08625,-0.04062405310373897
Bosea,alanine,Amino_Acid,0.1005,-0.03571942252281867
Bosea,alanine,Amino_Acid,0.37,0.011841555553306033
Bosea,arginine,Amino_Acid,0.064,0.042659272392785254
Bosea,arginine,Amino_Acid,0.08625,-0.1665633947048832
Bosea,arginine,Amino_Acid,0.1005,-0.01940742826305638
Bosea,arginine,Amino_Acid,0.37,0.02034829987558471
Bosea,asparagine,Amino_Acid,0.064,0.02375682632857795
Bosea,asparagine,Amino_Acid,0.08625,-0.02890922823934493
Bosea,asparagine,Amino_Acid,0.1005,-0.03252665772034592
Bosea,asparagine,Amino_Acid,0.37,0.006075710029636014
Bosea,aspartic acid,Amino_Acid,0.064,0.03648404864371496
Bosea,aspartic acid,Amino_Acid,0.08625,-0.06104714346900401
Bosea,aspartic acid,Amino_Acid,0.1005,-0.03723462616592963
Bosea,aspartic acid,Amino_Acid,0.37,0.012034063122880452
Bosea,glutamic acid,Amino_Acid,0.064,0.027703089435223018
Bosea,glutamic acid,Amino_Acid,0.08625,-0.130440585557795
Bosea,glutamic acid,Amino_Acid,0.1005,-0.01275258514577483
Bosea,glutamic acid,Amino_Acid,0.37,0.012043572691872095
Bosea,glutamine,Amino_Acid,0.064,0.05184315551453572
Bosea,glutamine,Amino_Acid,0.08625,-0.08200193647720505
Bosea,glutamine,Amino_Acid,0.1005,-0.05689755389015642
Bosea,glutamine,Amino_Acid,0.37,0.0005145604439364302
Bosea,glycine,Amino_Acid,0.064,0.005627413666453308
Bosea,glycine,Amino_Acid,0.08625,-0.044666283793374124
Bosea,glycine,Amino_Acid,0.1005,-0.024541134390567102
Bosea,glycine,Amino_Acid,0.37,0.012189885880762405
Bosea,histidine,Amino_Acid,0.064,0.01949168679558169
Bosea,histidine,Amino_Acid,0.08625,0.041293284571153326
Bosea,histidine,Amino_Acid,0.1005,-0.10432879974189767
Bosea,histidine,Amino_Acid,0.37,0.008096820772177046
Bosea,isoleucine,Amino_Acid,0.064,0.044995965615964265
Bosea,isoleucine,Amino_Acid,0.08625,-0.15682686505189744
Bosea,isoleucine,Amino_Acid,0.1005,-0.04446625109237827
Bosea,isoleucine,Amino_Acid,0.37,0.022265375005415613
Bosea,leucine,Amino_Acid,0.064,0.03587556748080448
Bosea,leucine,Amino_Acid,0.08625,-0.12034277968069794
Bosea,leucine,Amino_Acid,0.1005,-0.02709386012299151
Bosea,leucine,Amino_Acid,0.37,0.00468297047681952
Bosea,lysine,Amino_Acid,0.064,0.04775956773857201
Bosea,lysine,Amino_Acid,0.08625,-0.12086707936193926
Bosea,lysine,Amino_Acid,0.1005,-0.04888703089559508
Bosea,lysine,Amino_Acid,0.37,0.05287467818265028
Bosea,methionine,Amino_Acid,0.064,0.03428149457836048
Bosea,methionine,Amino_Acid,0.08625,-0.12783057158453986
Bosea,methionine,Amino_Acid,0.1005,-0.030062745536506813
Bosea,methionine,Amino_Acid,0.37,-0.011687892785770215
Bosea,phenylalanine,Amino_Acid,0.064,0.04709070155756672
Bosea,phenylalanine,Amino_Acid,0.08625,-0.15325401933555768
Bosea,phenylalanine,Amino_Acid,0.1005,-0.040396818594960096
Bosea,phenylalanine,Amino_Acid,0.37,0.009483525667019377
Bosea,proline,Amino_Acid,0.064,0.041760231995112446
Bosea,proline,Amino_Acid,0.08625,-0.14831339502610424
Bosea,proline,Amino_Acid,0.1005,-0.07046298223607092
Bosea,proline,Amino_Acid,0.37,0.017699509508582966
Bosea,serine,Amino_Acid,0.064,0.03789345577252863
Bosea,serine,Amino_Acid,0.08625,-0.0941996651269916
Bosea,serine,Amino_Acid,0.1005,-0.04282316828937684
Bosea,serine,Amino_Acid,0.37,0.011009147305674951
Bosea,threonine,Amino_Acid,0.064,0.047051590963262585
Bosea,threonine,Amino_Acid,0.08625,-0.08429677571579769
Bosea,threonine,Amino_Acid,0.1005,-0.04554265560524151
Bosea,threonine,Amino_Acid,0.37,-0.006156507368345708
Bosea,tryptophan,Amino_Acid,0.064,0.016700433806660378
Bosea,tryptophan,Amino_Acid,0.08625,-0.015497699441536355
Bosea,tryptophan,Amino_Acid,0.1005,-0.04959167369668249
Bosea,tryptophan,Amino_Acid,0.37,0.009594202038892309
Bosea,tyrosine,Amino_Acid,0.064,0.027839788974399586
Bosea,tyrosine,Amino_Acid,0.08625,-0.06321768595310488
Bosea,tyrosine,Amino_Acid,0.1005,-0.03635875076921198
Bosea,tyrosine,Amino_Acid,0.37,0.0002500639927881222
Bosea,valine,Amino_Acid,0.064,0.042573889121483695
Bosea,valine,Amino_Acid,0.08625,-0.15129727559147654
Bosea,valine,Amino_Acid,0.1005,-0.06639716902486287
Bosea,valine,Amino_Acid,0.37,0.03212559803857511
Bosea,cysteine,Amino_Acid,0.064,0.06459807320340963
Bosea,cysteine,Amino_Acid,0.08625,-0.035102715703448084
Bosea,cysteine,Amino_Acid,0.1005,-0.04418044444763954
Bosea,cysteine,Amino_Acid,0.37,0.01694948356480509
Bosea,cystine,Amino_Acid,0.064,0.0473812026366582
Bosea,cystine,Amino_Acid,0.08625,-0.10289430456406119
Bosea,cystine,Amino_Acid,0.1005,-0.010043463833002197
Bosea,cystine,Amino_Acid,0.37,0.01959880509869192
Bosea,adenine,Nucleobase,0.064,-0.05609674180744062
Bosea,adenine,Nucleobase,0.08625,-0.394380636712542
Bosea,adenine,Nucleobase,0.1005,-0.2601417569816025
Bosea,adenine,Nucleobase,0.37,0.019261568961293506
Bosea,adenosine,Nucleobase,0.064,0.00378978412011549
Bosea,adenosine,Nucleobase,0.08625,-0.06251631899577773
Bosea,adenosine,Nucleobase,0.1005,-0.005248326182194324
Bosea,adenosine,Nucleobase,0.37,-0.02262293931920648
Bosea,cytidine,Nucleobase,0.064,0.023286642027311313
Bosea,cytidine,Nucleobase,0.08625,-0.06029764175933876
Bosea,cytidine,Nucleobase,0.1005,-0.15109835359430587
Bosea,cytidine,Nucleobase,0.37,-0.1996404524292826
Bosea,cytosine,Nucleobase,0.064,0.01658879494500303
Bosea,cytosine,Nucleobase,0.08625,-0.09132777033510359
Bosea,cytosine,Nucleobase,0.1005,0.007217767736262099
Bosea,cytosine,Nucleobase,0.37,-0.0035561353311036456
Bosea,guanine,Nucleobase,0.064,0.00037452568996549523
Bosea,guanine,Nucleobase,0.08625,-0.3380141000132228
Bosea,guanine,Nucleobase,0.1005,-0.2839991797761615
Bosea,guanine,Nucleobase,0.37,-0.0720369011918909
Bosea,guanosine,Nucleobase,0.064,0.0025571984405473066
Bosea,guanosine,Nucleobase,0.08625,-0.09724113396379958
Bosea,guanosine,Nucleobase,0.1005,-0.10294803690399161
Bosea,guanosine,Nucleobase,0.37,-0.19566265060348464
Bosea,hypoxanthine,Nucleobase,0.064,0.009098867985779406
Bosea,hypoxanthine,Nucleobase,0.08625,-0.025021231693548168
Bosea,hypoxanthine,Nucleobase,0.1005,-0.07267918921948574
Bosea,hypoxanthine,Nucleobase,0.37,-0.0857908439163469
Bosea,inosine,Nucleobase,0.064,0.011826376959852414
Bosea,inosine,Nucleobase,0.08625,-0.0454170578710229
Bosea,inosine,Nucleobase,0.1005,-0.10484925910845777
Bosea,inosine,Nucleobase,0.37,-0.19716461639773353
Bosea,thymine,Nucleobase,0.064,0.03662167760907625
Bosea,thymine,Nucleobase,0.08625,-0.09351183873952489
Bosea,thymine,Nucleobase,0.1005,-0.022859902708259827
Bosea,thymine,Nucleobase,0.37,0.03263129047086301
Bosea,uracil,Nucleobase,0.064,-0.0054212230834621055
Bosea,uracil,Nucleobase,0.08625,-0.07506882795763507
Bosea,uracil,Nucleobase,0.1005,0.014774301508795686
Bosea,uracil,Nucleobase,0.37,0.03645437240169258
Bosea,uridine,Nucleobase,0.064,0.01496691597525769
Bosea,uridine,Nucleobase,0.08625,-0.11451538251190045
Bosea,uridine,Nucleobase,0.1005,-0.06319340595219197
Bosea,uridine,Nucleobase,0.37,-0.19761122368188824
Bosea,xanthine,Nucleobase,0.064,0.029625964896150405
Bosea,xanthine,Nucleobase,0.08625,-0.04421356704675639
Bosea,xanthine,Nucleobase,0.1005,-0.09556874225795696
Bosea,xanthine,Nucleobase,0.37,-0.034472991004995256
Bosea,xanthosine,Nucleobase,0.064,0.037861659459004354
Bosea,xanthosine,Nucleobase,0.08625,-0.030805049907522662
Bosea,xanthosine,Nucleobase,0.1005,-0.05027862196866464
Bosea,xanthosine,Nucleobase,0.37,0.017991387246057734
Bosea,5-methyluridine,Nucleobase,0.064,0.02536867136980309
Bosea,5-methyluridine,Nucleobase,0.08625,-0.05071230685513129
Bosea,5-methyluridine,Nucleobase,0.1005,-0.04485648895303234
Bosea,5-methyluridine,Nucleobase,0.37,-0.056093193725684096
Bosea,gamma-Aminobutyric acid,Others,0.064,0.027648589257590155
Bosea,gamma-Aminobutyric acid,Others,0.08625,-0.13124473843728013
Bosea,gamma-Aminobutyric acid,Others,0.1005,-0.02918604606019861
Bosea,gamma-Aminobutyric acid,Others,0.37,0.01051959958856134
Bosea,ectoine,Others,0.064,0.02441348370828711
Bosea,ectoine,Others,0.08625,-0.1573826934883009
Bosea,ectoine,Others,0.1005,0.01770582954034243
Bosea,ectoine,Others,0.37,-0.00598875225064911
Bosea,N-acetyl-glutamic acid,Others,0.064,-0.19960892948334755
Bosea,N-acetyl-glutamic acid,Others,0.08625,-0.3298895367850635
Bosea,N-acetyl-glutamic acid,Others,0.1005,0.0028687226459495584
Bosea,N-acetyl-glutamic acid,Others,0.37,0.1422132123669643
Bosea,ornithine,Others,0.064,0.010361530010985708
Bosea,ornithine,Others,0.08625,0.010957504881703424
Bosea,ornithine,Others,0.1005,-0.0012754836410661247
Bosea,ornithine,Others,0.37,0.05105756154507902
Bosea,shikimic acid,Others,0.064,-0.19996049317076456
Bosea,shikimic acid,Others,0.08625,0.6275506666293903
Bosea,shikimic acid,Others,0.1005,0.1615982661064127
Bosea,shikimic acid,Others,0.37,-0.0253937877764026
Bosea,taurine,Others,0.064,0.04295489102889003
Bosea,taurine,Others,0.08625,-0.13132960917483488
Bosea,taurine,Others,0.1005,-0.057923485802441194
Bosea,taurine,Others,0.37,0.040305358239363834
Bosea,N-acetylglutamine,Others,0.064,-0.19923849887982673
Bosea,N-acetylglutamine,Others,0.08625,-0.28331079788683383
Bosea,N-acetylglutamine,Others,0.1005,0.05637842983306085
Bosea,N-acetylglutamine,Others,0.37,0.09369215901066748
Bosea,n-acetyllysine,Others,0.064,-0.19999229099192772
Bosea,n-acetyllysine,Others,0.08625,-0.02101851599893776
Bosea,n-acetyllysine,Others,0.1005,-0.0027168326802369486
Bosea,n-acetyllysine,Others,0.37,0.16910734349692524
Bosea,n-acetylmuramic acid,Others,0.064,0.020255837851620828
Bosea,n-acetylmuramic acid,Others,0.08625,-0.13228658528512027
Bosea,n-acetylmuramic acid,Others,0.1005,-0.032683388300217595
Bosea,n-acetylmuramic acid,Others,0.37,0.02450942472547981
Bosea,betaine,Others,0.064,0.00914242614276755
Bosea,betaine,Others,0.08625,-0.08747771262042413
Bosea,betaine,Others,0.1005,0.01420152334770991
Bosea,betaine,Others,0.37,0.00036405689840990867
Bosea,nicotinamide,Others,0.064,0.025204143836636442
Bosea,nicotinamide,Others,0.08625,-0.12049199782357424
Bosea,nicotinamide,Others,0.1005,0.0029016904113993206
Bosea,nicotinamide,Others,0.37,-0.0004991091971550262
Bosea,trigonelline,Others,0.064,0.013238439206663224
Bosea,trigonelline,Others,0.08625,-0.10723800672605346
Bosea,trigonelline,Others,0.1005,-0.0016087266427237264
Bosea,trigonelline,Others,0.37,0.007620177686915424
Bosea,carnitine,Others,0.064,0.014858278799706777
Bosea,carnitine,Others,0.08625,-0.09680349577992088
Bosea,carnitine,Others,0.1005,0.0031426790832856416
Bosea,carnitine,Others,0.37,-0.0035775026372283562
Bosea,choline,Others,0.064,0.006052578281952362
Bosea,choline,Others,0.08625,-0.05712351354201478
